Date,Close/Last,Volume,Open,High,Low
11/03/2023,$352.80,23637670,$349.63,$354.39,$347.33
11/02/2023,$348.32,24348070,$347.24,$348.83,$344.77
11/01/2023,$346.07,28158820,$339.79,$347.42,$339.65
10/31/2023,$338.11,20265280,$338.85,$339.00,$334.69
10/30/2023,$337.31,22828080,$333.41,$339.45,$331.83
10/27/2023,$329.81,29856520,$330.425,$336.72,$328.4007
10/26/2023,$327.89,37828540,$340.54,$341.63,$326.94
10/25/2023,$340.67,55053830,$345.02,$346.20,$337.62
10/24/2023,$330.53,31153570,$331.30,$331.84,$327.60
10/23/2023,$329.32,24374750,$325.47,$332.725,$324.39
10/20/2023,$326.67,25027720,$331.72,$331.92,$325.45
10/19/2023,$331.32,25052070,$332.15,$336.88,$330.91
10/18/2023,$330.11,23153600,$332.49,$335.59,$328.30
10/17/2023,$332.06,18338520,$329.59,$333.46,$327.41
10/16/2023,$332.64,22158050,$331.05,$336.14,$330.60
10/13/2023,$327.73,21085700,$332.38,$333.83,$326.36
10/12/2023,$331.16,19313100,$330.565,$333.6299,$328.72
10/11/2023,$332.42,20063250,$331.21,$332.82,$329.14
10/10/2023,$328.39,20557090,$330.96,$331.10,$327.67
10/09/2023,$329.82,19891180,$324.75,$330.30,$323.18
10/06/2023,$327.26,25673630,$316.55,$329.19,$316.30
10/05/2023,$319.36,16965630,$319.09,$319.98,$314.90
10/04/2023,$318.955,20720140,$314.03,$320.04,$314.00
10/03/2023,$313.39,21033490,$320.83,$321.39,$311.215
10/02/2023,$321.80,20570010,$316.28,$321.888,$315.18
09/29/2023,$315.75,24147300,$317.75,$319.47,$314.98
09/28/2023,$313.64,19683560,$310.99,$315.48,$309.45
09/27/2023,$312.79,19410080,$312.30,$314.299,$309.69
09/26/2023,$312.14,26297570,$315.13,$315.88,$310.02
09/25/2023,$317.54,17835960,$316.59,$317.67,$315.00
09/22/2023,$317.01,21447890,$321.32,$321.45,$316.15
09/21/2023,$319.53,35560360,$319.26,$325.3499,$315.00
09/20/2023,$320.77,21436530,$329.51,$329.59,$320.51
09/19/2023,$328.65,16514490,$326.17,$329.39,$324.51
09/18/2023,$329.06,16834210,$327.80,$330.40,$326.36
09/15/2023,$330.22,37679790,$336.92,$337.3975,$329.65
09/14/2023,$338.70,20267050,$339.148,$340.86,$336.57
09/13/2023,$336.06,16544410,$331.31,$336.85,$331.17
09/12/2023,$331.77,17565480,$335.815,$336.79,$331.48
09/11/2023,$337.94,16583320,$337.24,$338.42,$335.43
09/08/2023,$334.27,19548170,$330.09,$336.16,$329.46
09/07/2023,$329.91,18381000,$331.29,$333.08,$329.03
09/06/2023,$332.88,17535770,$333.38,$334.46,$330.18
09/05/2023,$333.55,18553860,$329.00,$334.85,$328.66
09/01/2023,$328.66,14942020,$331.31,$331.99,$326.78
08/31/2023,$327.76,26410950,$329.20,$330.9099,$326.78
08/30/2023,$328.79,15222110,$328.67,$329.81,$326.445
08/29/2023,$328.41,19284590,$321.88,$328.9835,$321.88
08/28/2023,$323.70,14808480,$325.66,$326.15,$321.722
08/25/2023,$322.98,21684100,$321.47,$325.36,$318.8001
08/24/2023,$319.97,23281430,$332.85,$332.98,$319.96
08/23/2023,$327.00,21166380,$323.82,$329.20,$323.46
08/22/2023,$322.46,16102020,$325.50,$326.075,$321.46
08/21/2023,$321.88,24039960,$317.93,$322.77,$317.04
08/18/2023,$316.48,24755010,$314.49,$318.38,$311.5508
08/17/2023,$316.88,21257160,$320.54,$321.87,$316.21
08/16/2023,$320.40,20698860,$320.80,$324.42,$319.8035
08/15/2023,$321.86,16966290,$323.00,$325.09,$320.9034
08/14/2023,$324.04,18836140,$321.39,$324.06,$320.08
08/11/2023,$321.01,24355490,$320.26,$322.41,$319.21
08/10/2023,$322.93,20113730,$326.015,$328.26,$321.18
08/09/2023,$322.23,22373270,$326.47,$327.11,$321.0499
08/08/2023,$326.05,22327570,$326.96,$328.75,$323.00
08/07/2023,$330.11,17741530,$328.37,$331.11,$327.52
08/04/2023,$327.78,23741480,$331.88,$335.14,$327.24
08/03/2023,$326.66,18360350,$326.00,$329.88,$325.95
08/02/2023,$327.50,27761260,$333.63,$333.63,$326.3551
08/01/2023,$336.34,18381250,$335.19,$338.54,$333.70
07/31/2023,$335.92,25446020,$336.92,$337.695,$333.36
07/28/2023,$338.37,28484870,$333.67,$340.01,$333.17
07/27/2023,$330.72,39635260,$340.48,$341.33,$329.05
07/26/2023,$337.77,58383700,$341.44,$344.67,$333.11
07/25/2023,$350.98,41637740,$347.11,$351.89,$345.07
