Date,Close/Last,Volume,Open,High,Low
06/06/2024,$648.52,2466664,$644.89,$657.99,$644.2368
06/05/2024,$650.27,2682614,$634.02,$651.25,$628.25
06/04/2024,$631.62,3008151,$633.78,$635.2299,$626.44
06/03/2024,$633.79,2323506,$645.215,$646.78,$627.27
05/31/2024,$641.62,4071023,$644.01,$648.58,$628.30
05/30/2024,$647.66,2393354,$653.52,$656.4899,$644.73
05/29/2024,$654.62,3695935,$644.13,$664.25,$643.89
05/28/2024,$649.00,2609451,$647.05,$649.75,$643.03
05/24/2024,$646.75,2615260,$639.40,$652.00,$637.60
05/23/2024,$635.67,2313939,$642.34,$642.71,$630.00
05/22/2024,$640.47,2176174,$647.14,$649.25,$638.12
05/21/2024,$650.61,2920155,$636.76,$650.88,$634.22
05/20/2024,$640.82,3857853,$620.40,$644.37,$619.52
05/17/2024,$621.10,3782708,$617.00,$625.79,$614.7141
05/16/2024,$610.52,3056350,$615.75,$618.34,$609.09
05/15/2024,$613.52,5670607,$618.57,$624.10,$609.10
05/14/2024,$613.66,2792358,$615.17,$621.48,$608.40
05/13/2024,$616.59,2086197,$614.30,$618.219,$606.83
05/10/2024,$610.87,2653586,$619.00,$623.98,$605.06
05/09/2024,$612.09,2065375,$614.40,$615.72,$605.75
05/08/2024,$609.47,3093904,$601.63,$618.22,$601.63
05/07/2024,$606.00,3614092,$596.28,$606.05,$591.32
05/06/2024,$596.97,3686337,$581.82,$597.34,$580.25
05/03/2024,$579.34,3307524,$566.00,$580.26,$565.16
05/02/2024,$565.15,3068228,$556.02,$565.46,$555.59
05/01/2024,$551.71,3473233,$547.84,$560.39,$544.25
04/30/2024,$550.64,3361492,$560.00,$560.00,$549.375
04/29/2024,$559.49,2508882,$559.18,$559.64,$554.24
04/26/2024,$561.23,4332593,$558.21,$562.92,$553.19
04/25/2024,$564.80,3807101,$549.46,$566.54,$545.705
04/24/2024,$555.12,5355312,$574.31,$576.907,$551.30
04/23/2024,$577.75,4975520,$556.49,$579.21,$555.28
04/22/2024,$554.60,8597651,$550.66,$558.61,$542.01
04/19/2024,$555.04,16449700,$567.88,$579.00,$552.16
04/18/2024,$610.56,8468407,$612.10,$621.33,$605.435
04/17/2024,$613.69,3312222,$620.97,$620.97,$607.71
04/16/2024,$617.52,3519122,$607.50,$622.45,$607.50
04/15/2024,$607.15,3085394,$630.17,$630.17,$603.871
04/12/2024,$622.83,2959269,$628.23,$633.1199,$618.915
04/11/2024,$628.78,2662662,$624.42,$631.66,$617.24
04/10/2024,$618.58,2806248,$610.97,$620.14,$609.34
04/09/2024,$618.20,2146635,$631.99,$631.99,$615.6347
04/08/2024,$628.41,2145731,$636.39,$639.00,$628.11
04/05/2024,$636.18,3378842,$624.92,$637.91,$622.71
04/04/2024,$617.14,3064349,$633.21,$638.00,$616.58
04/03/2024,$630.08,2931231,$612.745,$630.41,$611.50
04/02/2024,$614.21,2029217,$611.00,$615.03,$605.5101
04/01/2024,$614.31,2115925,$608.00,$615.11,$605.571
03/28/2024,$607.33,3708803,$614.99,$615.00,$601.59
03/27/2024,$613.53,2628267,$629.01,$631.35,$610.73
03/26/2024,$629.24,2804453,$625.20,$634.3899,$619.1836
03/25/2024,$627.46,1803264,$627.90,$630.46,$623.16
03/22/2024,$628.01,2135688,$624.16,$629.05,$621.00
03/21/2024,$622.71,2507671,$630.65,$634.3617,$622.33
03/20/2024,$627.69,2639509,$619.95,$629.505,$618.34
03/19/2024,$620.74,2142613,$615.62,$621.28,$608.00
03/18/2024,$618.39,3344244,$613.56,$627.41,$610.4481
03/15/2024,$605.88,6671629,$622.92,$622.92,$603.82
03/14/2024,$613.01,3120452,$615.00,$620.80,$607.35
03/13/2024,$609.45,2192094,$613.37,$614.8499,$607.21
03/12/2024,$611.08,2821631,$600.21,$615.30,$596.27
03/11/2024,$600.93,2500940,$608.08,$611.00,$600.37
03/08/2024,$604.82,2777243,$608.27,$616.09,$600.84
03/07/2024,$608.51,2742805,$599.34,$610.53,$595.90
03/06/2024,$597.69,2469592,$602.99,$607.93,$593.5555
03/05/2024,$598.50,3849563,$610.10,$610.91,$592.00
03/04/2024,$615.83,3020306,$621.56,$624.42,$615.08
03/01/2024,$619.34,4270305,$599.81,$620.28,$599.50
02/29/2024,$602.92,3572082,$604.25,$604.5161,$595.16
02/28/2024,$596.48,2605242,$595.79,$598.17,$590.01
02/27/2024,$601.67,4489355,$595.00,$605.36,$592.33
02/26/2024,$587.65,2393712,$583.56,$590.75,$583.27
02/23/2024,$583.56,2568852,$586.40,$592.43,$579.82
02/22/2024,$588.47,3526597,$582.75,$590.85,$578.885
02/21/2024,$573.35,2281143,$573.51,$575.775,$567.32
02/20/2024,$575.13,3124236,$580.18,$586.00,$569.66
02/16/2024,$583.95,4325689,$596.95,$597.00,$577.46
02/15/2024,$593.46,5220938,$581.91,$593.77,$580.32
02/14/2024,$579.33,5634226,$567.26,$581.248,$564.34
02/13/2024,$554.52,3511453,$550.80,$559.1999,$549.00
02/12/2024,$557.85,3608487,$560.36,$568.44,$557.00
02/09/2024,$561.32,3055698,$565.00,$566.00,$558.10
02/08/2024,$558.53,3175468,$560.55,$563.70,$555.74
02/07/2024,$559.30,4373591,$558.16,$567.80,$554.98
02/06/2024,$555.88,2840300,$564.12,$566.3399,$554.37
02/05/2024,$562.06,4143099,$562.47,$575.75,$557.195
02/02/2024,$564.64,4032843,$564.52,$567.80,$562.37
02/01/2024,$567.51,3174002,$567.02,$572.66,$563.83
01/31/2024,$564.11,4857599,$562.85,$572.15,$562.045
01/30/2024,$562.85,6181798,$567.32,$570.88,$560.82
01/29/2024,$575.79,6905390,$571.35,$578.5499,$562.68
01/26/2024,$570.42,12770570,$561.81,$579.64,$558.4319
01/25/2024,$562.00,9451915,$551.95,$563.46,$548.46
01/24/2024,$544.87,26432800,$537.75,$562.50,$537.07
01/23/2024,$492.19,15506020,$492.00,$498.96,$481.40
01/22/2024,$485.71,5212309,$487.55,$489.80,$479.90
01/19/2024,$482.95,5672351,$484.98,$485.67,$476.06
01/18/2024,$485.31,4054399,$480.03,$485.77,$478.02
01/17/2024,$480.33,4894593,$484.50,$486.21,$475.2642
01/16/2024,$481.24,4678974,$490.00,$494.15,$478.02
01/12/2024,$492.16,5003718,$500.51,$500.79,$490.61
01/11/2024,$492.23,7993265,$492.54,$503.41,$483.82
01/10/2024,$478.33,4342448,$481.60,$487.00,$472.95
01/09/2024,$482.09,3526757,$475.53,$485.085,$473.80
01/08/2024,$485.03,3675775,$473.89,$485.24,$473.65
01/05/2024,$474.06,2631250,$476.50,$479.545,$471.804
01/04/2024,$474.67,3636513,$472.98,$480.7393,$466.53
01/03/2024,$470.26,3443694,$467.32,$475.05,$465.7727
01/02/2024,$468.50,5049423,$483.185,$484.65,$461.86
12/29/2023,$486.88,2740555,$490.37,$492.2299,$481.935
12/28/2023,$490.51,1710492,$492.00,$492.89,$489.07
12/27/2023,$491.79,2561330,$491.24,$494.015,$489.25
12/26/2023,$491.19,2034517,$489.39,$491.48,$486.38
12/22/2023,$486.76,2702672,$494.00,$496.02,$485.45
12/21/2023,$491.61,2756225,$492.66,$494.40,$486.77
12/20/2023,$489.27,4563690,$492.00,$500.89,$488.39
12/19/2023,$495.02,3849014,$488.40,$496.14,$484.06
12/18/2023,$486.12,6410660,$476.30,$492.04,$475.095
12/15/2023,$472.06,7840992,$467.30,$473.00,$467.30
12/14/2023,$469.83,5176437,$480.36,$480.76,$464.7601
12/13/2023,$479.98,5820192,$461.98,$481.25,$461.98
12/12/2023,$463.00,3302660,$465.23,$465.61,$459.1962
12/11/2023,$459.89,4929662,$459.36,$470.65,$457.21
12/08/2023,$453.76,3458384,$450.76,$455.50,$450.76
12/07/2023,$452.00,3506722,$450.85,$452.885,$448.32
12/06/2023,$446.73,4178755,$460.00,$460.50,$445.73
12/05/2023,$455.15,3380674,$450.70,$456.39,$449.58
12/04/2023,$453.90,5157713,$460.99,$461.20,$451.20
12/01/2023,$465.74,4341471,$473.17,$475.2299,$464.60
11/30/2023,$473.97,4287349,$475.31,$478.5907,$470.42
11/29/2023,$477.19,2855540,$479.00,$480.9885,$474.49
11/28/2023,$479.00,2890164,$478.11,$480.50,$475.95
11/27/2023,$479.17,3625924,$479.03,$482.00,$475.35
11/24/2023,$479.56,1404732,$477.11,$480.40,$475.20
11/22/2023,$478.00,2843891,$476.80,$482.70,$476.56
11/21/2023,$474.95,2997723,$472.63,$477.02,$471.21
11/20/2023,$474.47,3621095,$465.40,$476.7558,$465.40
11/17/2023,$465.91,2800214,$466.95,$467.65,$462.76
11/16/2023,$466.95,3655974,$463.00,$467.28,$459.65
11/15/2023,$461.94,5035283,$452.81,$462.7499,$452.45
11/14/2023,$448.65,4060884,$448.78,$454.075,$445.64
11/13/2023,$444.62,2896143,$447.25,$448.43,$442.60
11/10/2023,$447.24,4443284,$437.48,$447.48,$435.51
11/09/2023,$435.15,2735507,$438.03,$440.38,$434.35
11/08/2023,$436.65,2356845,$435.00,$438.07,$433.68
11/07/2023,$434.61,3291064,$436.18,$437.64,$431.00
11/06/2023,$434.74,3003235,$434.38,$435.03,$429.61
11/03/2023,$432.36,3667051,$428.76,$434.815,$425.53
11/02/2023,$424.71,4475984,$421.17,$426.69,$417.10
11/01/2023,$420.19,4806108,$414.77,$420.60,$414.1798
10/31/2023,$411.69,3877623,$409.24,$412.52,$404.6301
10/30/2023,$410.08,5317147,$402.35,$412.82,$399.41
10/27/2023,$397.87,4997612,$406.42,$410.21,$395.62
10/26/2023,$403.54,6849702,$411.42,$417.31,$401.5444
10/25/2023,$411.25,6299587,$416.02,$418.84,$410.11
10/24/2023,$413.73,6459247,$409.68,$416.6899,$408.39
10/23/2023,$406.84,7390032,$403.32,$407.54,$398.5201
10/20/2023,$400.96,12782920,$405.63,$410.64,$398.01
10/19/2023,$401.77,28074420,$404.74,$408.95,$392.2601
10/18/2023,$346.19,11429640,$351.00,$354.79,$344.73
10/17/2023,$355.72,5908412,$361.10,$362.7049,$353.89
10/16/2023,$360.82,5128947,$356.21,$363.0799,$354.77
10/13/2023,$355.68,6316320,$355.64,$358.93,$352.05
10/12/2023,$361.20,7376086,$366.48,$368.83,$359.05
10/11/2023,$365.93,9151395,$372.775,$377.81,$365.34
10/10/2023,$373.32,7288939,$385.58,$388.70,$372.25
10/09/2023,$385.95,3299802,$378.05,$387.17,$377.755
10/06/2023,$381.51,4778118,$368.43,$382.52,$367.77
10/05/2023,$372.59,5034773,$378.01,$378.5999,$367.24
10/04/2023,$376.90,4303658,$376.50,$380.22,$373.58
10/03/2023,$376.75,8878134,$377.11,$394.90,$372.8492
10/02/2023,$380.33,3102101,$377.48,$384.808,$376.80
09/29/2023,$377.60,4205298,$380.00,$382.58,$375.35
09/28/2023,$376.36,4369906,$375.60,$378.96,$371.10
09/27/2023,$377.59,3843521,$382.40,$384.223,$376.25
09/26/2023,$379.25,4089392,$382.88,$384.56,$377.355
09/25/2023,$384.80,3757278,$382.90,$386.62,$380.81
09/22/2023,$379.81,3699796,$385.00,$386.88,$378.36
09/21/2023,$384.15,5556388,$386.50,$395.8999,$383.42
09/20/2023,$386.30,3866619,$397.05,$397.985,$386.12
09/19/2023,$396.20,4080054,$392.84,$398.23,$390.245
09/18/2023,$394.40,4704706,$395.50,$399.465,$392.60
09/15/2023,$396.94,9116745,$401.00,$404.6997,$395.03
09/14/2023,$400.49,10709040,$410.40,$411.39,$400.00
09/13/2023,$412.24,11843030,$435.50,$438.40,$410.69
09/12/2023,$434.69,3124024,$442.85,$445.4399,$434.12
09/11/2023,$445.36,2913767,$443.07,$449.89,$442.75
09/08/2023,$442.80,2704353,$443.56,$446.81,$438.85
09/07/2023,$443.14,2922676,$441.15,$444.60,$436.70
09/06/2023,$445.76,3862274,$448.61,$451.39,$440.49
09/05/2023,$448.68,6155865,$438.39,$453.45,$438.00
09/01/2023,$439.88,4793379,$437.725,$445.50,$435.93
08/31/2023,$433.68,3802954,$431.23,$437.15,$431.23
08/30/2023,$434.67,3625380,$430.85,$438.16,$428.35
08/29/2023,$429.99,4486703,$416.00,$432.17,$414.50
08/28/2023,$418.06,2928613,$418.04,$419.83,$413.27
08/25/2023,$416.03,5390933,$412.00,$419.25,$407.5641
08/24/2023,$406.93,5687799,$425.41,$427.59,$406.165
08/23/2023,$427.55,8174732,$418.40,$437.02,$417.71
08/22/2023,$413.17,3603273,$409.00,$415.74,$407.40
08/21/2023,$408.29,3861579,$402.23,$409.61,$399.50
08/18/2023,$404.53,4312196,$399.33,$406.52,$398.15
08/17/2023,$403.00,6031469,$415.00,$415.24,$401.5818
08/16/2023,$415.45,3967021,$423.73,$424.51,$415.25
08/15/2023,$423.70,3367998,$424.41,$429.12,$421.04
08/14/2023,$427.78,3965963,$421.99,$428.845,$418.78
08/11/2023,$421.66,3927914,$428.98,$430.6317,$421.3277
08/10/2023,$429.98,5467607,$431.12,$438.12,$428.69
08/09/2023,$428.90,3846639,$439.74,$440.62,$427.59
08/08/2023,$438.30,3767195,$440.36,$443.57,$435.10
08/07/2023,$440.76,4781303,$436.455,$441.11,$428.9057
08/04/2023,$431.60,5441811,$433.06,$436.50,$426.27
08/03/2023,$431.00,6259309,$427.80,$441.93,$427.19
08/02/2023,$429.70,4921781,$435.23,$435.56,$426.56
08/01/2023,$438.62,5725544,$437.37,$445.2499,$431.40
07/31/2023,$438.97,6587619,$426.51,$439.13,$426.30
07/28/2023,$425.78,6428073,$415.56,$427.47,$413.76
07/27/2023,$413.17,6594466,$426.90,$427.52,$411.88
07/26/2023,$422.67,6009242,$424.20,$425.26,$415.59
07/25/2023,$427.70,4859843,$427.18,$430.8799,$426.13
07/24/2023,$428.37,8282434,$425.00,$428.64,$419.19
07/21/2023,$427.50,17340030,$437.37,$438.24,$423.19
07/20/2023,$437.42,23989710,$447.00,$448.50,$432.00
07/19/2023,$477.59,20996480,$476.86,$485.00,$470.00
07/18/2023,$474.80,13196880,$451.00,$478.15,$448.78
07/17/2023,$450.05,6901141,$445.57,$456.68,$445.1053
07/14/2023,$441.91,7195860,$452.785,$456.48,$439.70
07/13/2023,$450.38,6157475,$447.00,$451.67,$441.177
07/12/2023,$444.05,5731657,$444.55,$445.4085,$437.7494
07/11/2023,$440.21,4574559,$438.65,$440.80,$431.0415
07/10/2023,$441.71,4251737,$438.52,$444.41,$436.82
07/07/2023,$438.10,4165144,$438.60,$442.325,$435.8354
07/06/2023,$438.84,4944892,$440.00,$442.7999,$430.72
07/05/2023,$445.90,6875414,$444.91,$450.97,$439.6244
07/03/2023,$441.44,3728461,$439.76,$441.545,$431.62
06/30/2023,$440.49,7346394,$431.10,$444.12,$431.10
06/29/2023,$428.24,4932310,$434.33,$437.85,$426.15
06/28/2023,$429.84,8811342,$423.10,$437.2915,$422.89
06/27/2023,$417.08,4818066,$417.39,$420.8789,$411.50
06/26/2023,$415.94,4640022,$422.435,$430.9599,$414.90
06/23/2023,$424.02,8298600,$418.59,$425.82,$417.73
06/22/2023,$422.48,4872246,$422.93,$424.71,$418.6801
06/21/2023,$424.45,5146441,$432.65,$434.55,$422.54
06/20/2023,$434.70,4762313,$430.18,$440.00,$430.00
06/16/2023,$431.96,8753740,$446.15,$447.51,$430.90
06/15/2023,$445.27,7099915,$444.10,$448.65,$439.50
06/14/2023,$440.86,8413089,$434.99,$447.33,$433.50
06/13/2023,$435.73,7820535,$430.01,$437.27,$428.40
06/12/2023,$423.97,5967712,$418.83,$424.70,$416.5669
06/09/2023,$420.02,12372830,$424.50,$425.90,$414.76
06/08/2023,$409.37,5991087,$399.77,$409.54,$396.34
06/07/2023,$399.77,11932390,$410.43,$418.95,$399.23
06/06/2023,$399.29,4991532,$405.00,$405.12,$396.93
06/05/2023,$403.54,7247413,$400.47,$413.86,$400.15
06/02/2023,$400.47,5902381,$402.89,$406.58,$395.90
06/01/2023,$403.13,7160145,$397.41,$407.52,$393.08
05/31/2023,$395.23,6988047,$391.89,$396.26,$388.91
05/30/2023,$392.98,10864990,$397.48,$405.11,$385.79
05/26/2023,$378.88,9360436,$361.10,$383.76,$356.00
05/25/2023,$359.00,6263105,$359.61,$367.4499,$357.42
05/24/2023,$364.85,7973316,$356.93,$367.151,$356.625
05/23/2023,$355.99,6866078,$360.24,$364.17,$354.31
05/22/2023,$363.01,5406420,$365.36,$372.01,$362.50
05/19/2023,$365.36,7859703,$369.86,$369.99,$363.81
05/18/2023,$371.29,20925240,$347.25,$375.87,$346.37
05/17/2023,$339.96,3958807,$331.76,$341.38,$329.615
05/16/2023,$333.75,3334863,$334.00,$335.17,$331.91
05/15/2023,$335.89,3652970,$340.62,$341.90,$335.54
05/12/2023,$339.89,6082360,$344.76,$348.1664,$337.3637
05/11/2023,$344.76,8033531,$334.98,$345.47,$331.84
05/10/2023,$335.42,4289897,$335.21,$337.11,$329.51
05/09/2023,$332.14,5544852,$330.67,$336.32,$329.7401
05/08/2023,$331.21,5488593,$322.99,$332.56,$322.03
05/05/2023,$322.76,3990637,$323.61,$324.15,$319.4401
05/04/2023,$320.78,3879657,$319.01,$323.61,$317.95
05/03/2023,$319.30,5064057,$317.55,$324.62,$315.85
05/02/2023,$317.55,4318612,$325.00,$326.07,$315.62
05/01/2023,$324.12,5341484,$329.435,$331.23,$318.09
04/28/2023,$329.93,4228374,$325.24,$330.8077,$324.00
04/27/2023,$325.85,5618768,$324.30,$327.45,$317.44
04/26/2023,$321.15,4623238,$321.36,$325.90,$320.47
04/25/2023,$322.55,5426642,$328.50,$328.655,$321.10
04/24/2023,$329.02,5586627,$330.20,$334.66,$326.75
04/21/2023,$327.98,6348000,$323.00,$328.29,$319.50
04/20/2023,$325.35,9947800,$320.39,$331.4298,$318.33
04/19/2023,$323.12,22128270,$324.21,$325.75,$316.10
04/18/2023,$333.70,17944500,$335.00,$337.19,$330.50
04/17/2023,$332.72,6136047,$338.00,$338.39,$327.50
04/14/2023,$338.63,5350508,$342.94,$344.853,$336.41
04/13/2023,$346.19,7406437,$339.99,$346.43,$338.75
04/12/2023,$331.03,3965440,$340.81,$342.80,$330.04
04/11/2023,$338.21,4044778,$343.45,$347.14,$337.635
04/10/2023,$338.99,2657898,$335.27,$339.88,$333.36
04/06/2023,$339.33,4660542,$339.34,$340.48,$332.63
04/05/2023,$342.35,4205545,$345.30,$345.43,$336.2526
04/04/2023,$346.75,3298072,$348.49,$349.80,$343.95
04/03/2023,$348.28,4413650,$341.83,$348.58,$340.4001
03/31/2023,$345.48,5610161,$340.05,$345.84,$337.2001
03/30/2023,$338.43,7131468,$340.27,$343.29,$335.30
03/29/2023,$332.03,6287336,$326.29,$332.85,$325.73
03/28/2023,$323.52,6489388,$326.06,$333.32,$321.28
03/27/2023,$327.66,8625763,$327.55,$336.44,$324.41
03/24/2023,$328.39,13004090,$320.63,$331.83,$320.63
03/23/2023,$320.37,15653350,$304.68,$322.78,$304.14
03/22/2023,$293.90,5808035,$306.31,$306.45,$293.54
03/21/2023,$305.79,4886279,$306.32,$307.92,$300.43
03/20/2023,$305.13,5113430,$299.79,$307.50,$296.00
03/17/2023,$303.50,6918777,$310.06,$310.76,$300.00
03/16/2023,$310.06,7912371,$304.75,$316.60,$301.71
03/15/2023,$303.79,9215340,$292.51,$306.31,$292.28
03/14/2023,$294.94,5956692,$295.97,$297.45,$290.31
03/13/2023,$293.51,6292385,$287.34,$299.24,$285.3301
03/10/2023,$292.76,5759315,$297.905,$298.79,$289.00
03/09/2023,$297.78,7443350,$312.08,$312.51,$294.88
03/08/2023,$311.79,3479474,$309.29,$311.83,$305.75
03/07/2023,$308.47,4553082,$312.675,$314.30,$306.6226
03/06/2023,$312.03,5660743,$317.00,$323.30,$311.8412
03/03/2023,$315.18,5953319,$315.45,$317.49,$310.82
03/02/2023,$311.88,4921053,$310.96,$315.57,$310.38
03/01/2023,$313.48,4911311,$321.55,$326.60,$312.36
02/28/2023,$322.13,3676075,$323.70,$327.62,$321.17
02/27/2023,$323.03,6142580,$323.87,$330.00,$322.121
02/24/2023,$317.15,6830692,$319.30,$321.50,$314.52
02/23/2023,$323.65,13238670,$331.23,$331.28,$314.30
02/22/2023,$334.88,4546249,$337.50,$341.91,$332.82
02/21/2023,$337.50,5710292,$342.85,$344.1253,$336.4177
02/17/2023,$347.96,5294727,$347.905,$349.00,$342.44
02/16/2023,$350.71,5215726,$355.00,$361.50,$350.31
02/15/2023,$361.42,3969945,$356.63,$362.88,$354.24
02/14/2023,$359.96,4624758,$357.55,$363.75,$353.40
02/13/2023,$358.57,7134445,$349.50,$359.7034,$344.25
02/10/2023,$347.36,7291096,$359.16,$362.14,$347.14
02/09/2023,$362.50,6901100,$372.41,$373.83,$361.7444
02/08/2023,$366.83,6253179,$360.02,$368.193,$358.31
02/07/2023,$362.95,6289368,$358.51,$364.1799,$354.18
02/06/2023,$361.48,4994942,$363.642,$368.45,$360.68
02/03/2023,$365.90,9402034,$359.08,$379.4301,$359.00
02/02/2023,$366.89,7856952,$365.16,$368.32,$358.43
02/01/2023,$361.99,8005170,$353.86,$365.385,$349.91
01/31/2023,$353.86,5660738,$349.98,$355.95,$348.71
01/30/2023,$353.11,5127593,$358.44,$360.95,$352.855
01/27/2023,$360.77,6703548,$363.20,$365.92,$360.59
01/26/2023,$364.87,8256844,$368.77,$369.02,$361.70
01/25/2023,$367.96,7766907,$360.57,$368.8999,$358.501
01/24/2023,$363.83,11796530,$357.53,$365.65,$355.1401
01/23/2023,$357.42,15646850,$341.715,$362.2453,$340.6329
01/20/2023,$342.50,28430340,$336.79,$344.00,$332.625
01/19/2023,$315.78,18008200,$322.57,$324.89,$313.39
01/18/2023,$326.33,7814115,$326.75,$330.08,$321.25
01/17/2023,$326.22,9246987,$331.08,$332.50,$323.60
01/13/2023,$332.82,8286816,$329.97,$336.65,$328.885
01/12/2023,$330.13,10856250,$332.50,$332.95,$323.14
01/11/2023,$327.26,9579681,$326.50,$328.88,$321.35
01/10/2023,$327.54,13072290,$311.07,$329.35,$311.07
01/09/2023,$315.17,6766628,$316.83,$321.70,$313.22
01/06/2023,$315.55,8959839,$311.57,$316.77,$303.69
01/05/2023,$309.70,8328390,$307.00,$314.18,$304.545
01/04/2023,$309.41,9345054,$298.24,$311.135,$295.51
01/03/2023,$294.95,6763964,$298.06,$298.39,$288.70
12/30/2022,$294.88,7566892,$285.53,$295.01,$283.22
12/29/2022,$291.12,9588527,$283.18,$295.4999,$281.01
12/28/2022,$276.88,5964369,$281.92,$285.19,$273.41
12/27/2022,$284.17,5778098,$293.19,$293.57,$282.13
12/23/2022,$294.965,4251108,$296.18,$298.4614,$291.91
12/22/2022,$297.75,7856192,$298.09,$298.88,$290.8131
12/21/2022,$297.96,6376173,$289.99,$300.66,$286.50
12/20/2022,$288.19,6918114,$281.24,$289.28,$280.81
12/19/2022,$288.30,6163667,$289.73,$292.25,$286.13
12/16/2022,$290.71,14080050,$288.76,$294.7199,$288.70
12/15/2022,$290.41,17724560,$302.12,$303.39,$286.55
12/14/2022,$317.83,7543291,$318.97,$324.71,$314.42
12/13/2022,$320.34,10756430,$328.00,$332.7236,$317.199
12/12/2022,$315.18,10148610,$320.00,$323.18,$308.85
12/09/2022,$320.01,14364030,$321.45,$329.00,$319.52
12/08/2022,$310.26,7205326,$309.11,$312.38,$304.8098
12/07/2022,$308.42,7821634,$306.50,$309.61,$302.10
12/06/2022,$305.56,7195395,$311.00,$313.2231,$303.13
12/05/2022,$312.59,8423029,$316.46,$322.77,$310.92
12/02/2022,$320.41,12690600,$310.49,$321.99,$310.00
12/01/2022,$316.95,14664870,$303.99,$319.80,$303.03
11/30/2022,$305.53,16070120,$281.37,$308.26,$280.41
11/29/2022,$280.96,5786874,$282.50,$282.96,$275.94
11/28/2022,$281.17,4707049,$284.00,$289.55,$280.53
11/25/2022,$285.54,3235953,$289.00,$289.21,$284.17
11/23/2022,$291.50,5918988,$285.91,$292.47,$283.76
11/22/2022,$286.69,6245119,$284.99,$286.98,$277.34
11/21/2022,$285.05,7256507,$291.00,$291.87,$282.66
11/18/2022,$287.98,8400108,$297.33,$298.00,$287.00
11/17/2022,$295.28,9838220,$294.72,$299.82,$291.00
11/16/2022,$306.02,8038556,$309.94,$310.49,$303.61
11/15/2022,$310.20,14626930,$309.20,$312.71,$302.55
11/14/2022,$299.27,17973400,$290.00,$311.00,$288.19
11/11/2022,$290.13,9573834,$274.47,$290.66,$271.5577
11/10/2022,$274.97,9667323,$265.99,$275.36,$260.0901
11/09/2022,$254.66,7265994,$259.66,$260.90,$254.2202
11/08/2022,$263.46,7683826,$259.92,$266.08,$256.8801
11/07/2022,$258.60,7927033,$261.06,$261.155,$252.09
11/04/2022,$260.79,11124690,$272.02,$274.97,$255.32
11/03/2022,$269.06,7057350,$271.25,$276.29,$268.80
11/02/2022,$273.00,10367620,$286.40,$287.33,$272.84
11/01/2022,$286.75,6916424,$296.17,$299.70,$286.42
10/31/2022,$291.88,7505133,$295.13,$297.6199,$289.50
10/28/2022,$295.72,9960547,$297.70,$301.19,$292.2924
10/27/2022,$296.94,14612590,$298.33,$305.21,$294.78
10/26/2022,$298.62,15749250,$290.04,$305.63,$288.04
10/25/2022,$291.02,15100720,$286.95,$297.59,$285.5501
10/24/2022,$282.45,13326420,$290.23,$290.49,$280.36
10/21/2022,$289.57,24889060,$268.95,$290.75,$265.68
10/20/2022,$268.16,17207100,$272.78,$278.3755,$266.38
10/19/2022,$272.38,46685260,$265.00,$279.30,$262.66
10/18/2022,$240.86,25776730,$249.80,$250.37,$237.73
10/17/2022,$245.10,21057820,$234.41,$249.9221,$234.40
10/14/2022,$230.00,15293400,$237.80,$238.80,$229.51
